IndividualID,Forenames,Surname,Portrait Filename,Alias,Gender,has Portrait?,is Dragoman?,Apprentice only,BirthDate,BirthLocation,DeathDate,DeathLocation,Occupation,LifeSpan,Relation,BudgieCode,Ahnentafel,HasRangedBirthDate,HasParents,CensusFactCount,MarriageDates,MarriageLocations,RelationToRoot,BirthStart,BirthEnd,DeathStart,DeathEnd,FamilyIDsAsParent,FamilyIDsAsChild,ChildrenCount,MarriageCount
I0316,Giustina,Mascellini,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0103,0,0
I0317,Anna,Mascellini,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0103,0,0
I0348,Lucia,Mascellini,,,F,,,,< 1677,,> 1697,,,>= 110,By Marriage,,0,FALSE,TRUE,0,1693,,,12/31/1676 12:00:00 AM,12/31/1676 12:00:00 AM,1/1/1698 12:00:00 AM,1/1/1698 12:00:00 AM,F0111,F0041,3,1
I0353,Stefano Maria,Mascellini,,,M,,,,1686,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0102,0,0
I0354,Vittoria,Mascellini,,,F,,,,1688,,1689,,,<= 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,1/1/1689 12:00:00 AM,12/31/1689 12:00:00 AM,,F0102,0,0
I0398,Alessandro,Mascellini,,,M,,,,UNKNOWN,,1759,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1759 12:00:00 AM,12/31/1759 12:00:00 AM,,F0103,0,0
I0421,Giovanni Maria,Mascellini,,,M,,Y,,1743,,> 1799,,Venetian Dragoman Under Bailo Andrea Memmo (1778-82),>= 110,By Marriage,,0,FALSE,TRUE,0,ABT 1770,,,1/1/1743 12:00:00 AM,12/31/1743 12:00:00 AM,1/1/1800 12:00:00 AM,1/1/1800 12:00:00 AM,F0133,F0103,7,1
I0423,Paolo,Mascellini,,,M,,Y,,1771,,,,Gdl; Sent to Cattaro W Father,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1771 12:00:00 AM,12/31/1771 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0424,Giovanni Federico,Mascellini,,,M,,,,1773,,1778,,,4 to 5,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1773 12:00:00 AM,12/31/1773 12:00:00 AM,1/1/1778 12:00:00 AM,12/31/1778 12:00:00 AM,,F0133,0,0
I0425,Giustina Lucia,Mascellini,,,F,,,,1774,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1774 12:00:00 AM,12/31/1774 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0426,Andrea,Mascellini,,,M,,,,1776,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1776 12:00:00 AM,12/31/1776 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0427,Luigia Maria Catarina,Mascellini,,,F,,,,1777,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1777 12:00:00 AM,12/31/1777 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0428,Pietro,Mascellini,,,M,,,,1779,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1779 12:00:00 AM,12/31/1779 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0429,Giovani Costantino,Mascellini,,,M,,,,1781,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1781 12:00:00 AM,12/31/1781 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0133,0,0
I0448,Gianesina,Mascellini,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0102,0,0
I0449,Anna,Mascellini,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0102,0,0
I0491,Francesco,Mascellini,,,M,,Y,,ca. 1731,,1760,,Gdl,28 to 30,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1730 12:00:00 AM,12/31/1731 12:00:00 AM,1/1/1760 12:00:00 AM,12/31/1760 12:00:00 AM,,F0103,0,0
I0281,John,Mavrocordatos,,,M,,,,1684,,1719,,,34 to 35,Linked by Marriages,,0,FALSE,TRUE,0,1709,,,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,1/1/1719 12:00:00 AM,12/31/1719 12:00:00 AM,F0089,F0090,1,1
I0282,Nicholas,Mavrocordatos,,,M,,Y,,< 1670,,> 1730,,Ottoman Grand Dragoman,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,1700,,,12/31/1669 12:00:00 AM,12/31/1669 12:00:00 AM,1/1/1731 12:00:00 AM,1/1/1731 12:00:00 AM,F0095,F0090,1,1
I0283,John,Mavrocordatos,,,M,,,,1712,,1747,,,34 to 35,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1712 12:00:00 AM,12/31/1712 12:00:00 AM,1/1/1747 12:00:00 AM,12/31/1747 12:00:00 AM,F0092,"F0091,F0095",0,1
I0288,Alexandre,Mavrocordatos,,,M,,,,1641,,1709,,,67 to 68,Linked by Marriages,,0,FALSE,TRUE,0,1670,,,1/1/1641 12:00:00 AM,12/31/1641 12:00:00 AM,1/1/1709 12:00:00 AM,12/31/1709 12:00:00 AM,F0090,F0094,2,1
I0290,Alexandre,Mavrocordatos,,,M,,,,1710,,1738,,,27 to 28,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1710 12:00:00 AM,12/31/1710 12:00:00 AM,1/1/1738 12:00:00 AM,12/31/1738 12:00:00 AM,,F0089,0,0
I0291,Nicholas,Mavrocordatos,,,M,,,,1599,,1653,,,53 to 54,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1599 12:00:00 AM,12/31/1599 12:00:00 AM,1/1/1653 12:00:00 AM,12/31/1653 12:00:00 AM,F0094,F0145,1,1
I0459,Michele,Mavrocordatos,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0144,F0145,0,1
I0402,Giovanni,Medun,,,M,,Y,,< 1710,,> 1734,,Venetian Public Dragoman Under Bailo Daniele Dolfin (1726-9),>= 110,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1709 12:00:00 AM,12/31/1709 12:00:00 AM,1/1/1735 12:00:00 AM,1/1/1735 12:00:00 AM,F0129,,1,1
I0403,Francesco,Medun,,,M,,Y,,ca. 1730,,> 1760,,Venetian Dragoman Under Special Ambassador Francesco Foscari,>= 110,Unknown,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1729 12:00:00 AM,12/31/1730 12:00:00 AM,1/1/1761 12:00:00 AM,1/1/1761 12:00:00 AM,F0130,F0129,1,1
I0404,Carlo Urbano,Medun,,,M,,Y,,< 1760,,> 1795,,"Ferigo Foscari in 1795 Mentions Carlo Medun's  Service as Dragoman for Past 20 Yrs Without Any Special Bonuses, 5 Daughters at Home",>= 110,Unknown,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1759 12:00:00 AM,12/31/1759 12:00:00 AM,1/1/1796 12:00:00 AM,1/1/1796 12:00:00 AM,F0131,F0130,3,1
I0406,Madeleine Florence,Medun,,,F,,,,1795,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1795 12:00:00 AM,12/31/1795 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0131,0,0
I0407,Maria,Medun,,,F,,,,ca. 1790,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1789 12:00:00 AM,12/31/1790 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0131,0,0
I0450,Teresa,Medun,,,F,,,,ca. 1783,,1865,,,81 to 83,Unknown,,0,FALSE,TRUE,0,,,,1/1/1782 12:00:00 AM,12/31/1783 12:00:00 AM,1/1/1865 12:00:00 AM,12/31/1865 12:00:00 AM,,F0131,0,0
I0453,Radu,Mihnea,,,M,,,,UNKNOWN,,,,Moldavian Prince,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0141,,1,1
I0047,Pasquale,Navon,,,M,,Y,,< 1620,,1702,,"Dragomano Prottoggiero Di Mercanti, Annual Salary: 128 1/3 Zecchini",>= 82,By Marriage,,0,FALSE,TRUE,0,BEF 1676,,,12/31/1619 12:00:00 AM,12/31/1619 12:00:00 AM,1/1/1702 12:00:00 AM,12/31/1702 12:00:00 AM,F0081,F0019,2,1
I0049,Giovanni Battista,Navon,,,M,,Y,,ca. 1590,,> 1652,,Appointed Gdl,>= 110,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1589 12:00:00 AM,12/31/1590 12:00:00 AM,1/1/1653 12:00:00 AM,1/1/1653 12:00:00 AM,F0019,F0079,5,1
I0050,Tommaso,Navon,,,M,,Y,,< 1640,,1684,,Elected Sub-Prior of Magnifica Comunita,>= 44,Marr to Direct/Blood,0-01.03.01.03.04*s,0,FALSE,TRUE,0,BEF 1671,,,12/31/1639 12:00:00 AM,12/31/1639 12:00:00 AM,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,F0022,F0019,1,1
I0051,Alessandro,Navon,,,M,,Y,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0019,0,0
I0052,Giovanni Battista,Navon,,,M,,,,ca. 1660,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,BEF 1705,,,1/1/1659 12:00:00 AM,12/31/1660 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0108,F0019,2,1
I0053,Pasquale,Navon,,,M,,Y,,> 1530,,ca. 1592,,"Began Apprenticeship in Bailate According to Bailo Bernardo Navagero's Relazione of 1553, Which States That PN Has Been Apprenticing Under Gianesin Salvago in The Bailo's House for The Past 4-5 Years",<= 61,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1531 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1591 12:00:00 AM,12/31/1592 12:00:00 AM,F0079,,3,1
I0054,Tommaso,Navon,,,M,,Y,,ca. 1580,,1629,,Admitted as Gdl at Father's Request; 50 Ducats /Yr,48 to 50,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1579 12:00:00 AM,12/31/1580 12:00:00 AM,1/1/1629 12:00:00 AM,12/31/1629 12:00:00 AM,F0080,F0079,2,1
I0055,Francesca,Navon,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0021,F0079,0,1
I0251,Costantino,Navon,,,M,,Y,,UNKNOWN,,,,Venetian Dragoman/Gdl,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0080,0,0
I0252,Giorgio,Navon,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0080,0,0
I0254,Tommaso,Navon,,,M,,Y,,< 1720,,> 1761,,Venetian Dragoman (Fedelissimo),>= 110,By Marriage,,0,FALSE,TRUE,0,,,,12/31/1719 12:00:00 AM,12/31/1719 12:00:00 AM,1/1/1762 12:00:00 AM,1/1/1762 12:00:00 AM,,F0081,0,0
I0255,Pasquale,Navon,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0081,0,0
I0263,Giovanni Battista,Navon,,,M,,Y,,1672,,> 1714,,Venetian Dragoman,>= 110,Descendant,0-01.03.01.03.04.01,0,FALSE,TRUE,0,,,4th great grandson,1/1/1672 12:00:00 AM,12/31/1672 12:00:00 AM,1/1/1715 12:00:00 AM,1/1/1715 12:00:00 AM,,F0022,0,0
I0311,Luca,Navon,,,M,,Y,,1716,,1766,,Venetian Dragoman,49 to 50,Marr to Direct/Blood,0-00.01.01.02.01.03*s,0,FALSE,FALSE,0,BEF 1762,,,1/1/1716 12:00:00 AM,12/31/1716 12:00:00 AM,1/1/1766 12:00:00 AM,12/31/1766 12:00:00 AM,F0101,,2,1
I0330,Lucrezia,Navon,,,F,,,,ca. 1640,,1699,,,58 to 60,By Marriage,,0,FALSE,TRUE,0,1662,,,1/1/1639 12:00:00 AM,12/31/1640 12:00:00 AM,1/1/1699 12:00:00 AM,12/31/1699 12:00:00 AM,F0112,F0019,0,1
I0332,Lucia,Navon,,,F,,,,< 1705,,1768,,,>= 63,By Marriage,,0,FALSE,TRUE,0,1721,,,12/31/1704 12:00:00 AM,12/31/1704 12:00:00 AM,1/1/1768 12:00:00 AM,12/31/1768 12:00:00 AM,F0113,F0108,0,1
I0356,Lucrezia,Navon,,,F,,,,1705,,1790,,,84 to 85,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1705 12:00:00 AM,12/31/1705 12:00:00 AM,1/1/1790 12:00:00 AM,12/31/1790 12:00:00 AM,F0114,F0108,1,1
I0361,Augustina,Navon,,,F,,,,ca. 1645,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,1663,,,1/1/1644 12:00:00 AM,12/31/1645 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0116,,4,1
I0399,Antonio,Navon,,,M,,Y,,< 1723,,> 1762,,Venetian Dragoman (Fedelissimo),>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1722 12:00:00 AM,12/31/1722 12:00:00 AM,1/1/1763 12:00:00 AM,1/1/1763 12:00:00 AM,,,0,0
I0444,Pietro,Navon,,,M,,Y,,1762,,1845,,Venetian Dragoman Under Bailo Francesco Vendramin (1796-7),82 to 83,Descendant,0-00.01.01.02.01.03.01,0,FALSE,TRUE,0,,,5th great grandson,1/1/1762 12:00:00 AM,12/31/1762 12:00:00 AM,1/1/1845 12:00:00 AM,12/31/1845 12:00:00 AM,,F0101,0,0
I0445,Giovanni Battista,Navon,,,M,,Y,,1764,,1839,,Venetian Dragoman?,74 to 75,Descendant,0-00.01.01.02.01.03.02,0,FALSE,TRUE,0,,,5th great grandson,1/1/1764 12:00:00 AM,12/31/1764 12:00:00 AM,1/1/1839 12:00:00 AM,12/31/1839 12:00:00 AM,,F0101,0,0
I0029,Caterina,Olivieri,,,F,,,,< 1585,,1665,,,>= 80,By Marriage,,0,FALSE,TRUE,0,UNKNOWN; UNKNOWN,,,12/31/1584 12:00:00 AM,12/31/1584 12:00:00 AM,1/1/1665 12:00:00 AM,12/31/1665 12:00:00 AM,"F0011,F0031",F0012,9,2
I0037,Giovanni,Olivieri,,,M,,Y,,ca. 1612,,30 Oct 1666,,"Appointed Dragoman Based on Bailo's Good Appraisal of His Progress in Studies as Gdl, Same Salary & Benefits as Other Dragomans",53 to 55,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1611 12:00:00 AM,12/31/1612 12:00:00 AM,10/30/1666 12:00:00 AM,10/30/1666 12:00:00 AM,F0013,F0012,3,1
I0038,Benetta,Olivieri,,,F,,,,ca. 1670,,1709,,,38 to 40,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1669 12:00:00 AM,12/31/1670 12:00:00 AM,1/1/1709 12:00:00 AM,12/31/1709 12:00:00 AM,F0018,F0017,1,1
I0039,Antonio,Olivieri,,,M,,Y,,1655,,> 1725,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1655 12:00:00 AM,12/31/1655 12:00:00 AM,1/1/1726 12:00:00 AM,1/1/1726 12:00:00 AM,,F0013,0,0
I0041,Arzentina,Olivieri,,,F,,,,ca. 1645,,1680,,,34 to 36,Linked by Marriages,,0,FALSE,TRUE,0,1669,,,1/1/1644 12:00:00 AM,12/31/1645 12:00:00 AM,1/1/1680 12:00:00 AM,12/31/1680 12:00:00 AM,F0014,F0013,0,1
I0043,Giulianna,Olivieri,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,1681,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0015,F0013,0,1
I0264,Domenico,Olivieri,,,M,,Y,,< 1545,,> 1588,,French Dragoman,>= 110,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1544 12:00:00 AM,12/31/1544 12:00:00 AM,1/1/1589 12:00:00 AM,1/1/1589 12:00:00 AM,F0084,,1,1
I0265,Carlo Oliviero,Olivieri,,,M,,Y,,< 1580,,> 1625,,French Dragoman,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1579 12:00:00 AM,12/31/1579 12:00:00 AM,1/1/1626 12:00:00 AM,1/1/1626 12:00:00 AM,F0012,F0084,4,1
I0266,Domenico,Olivieri,,,M,,Y,,UNKNOWN,,,,French Dragoman,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0012,0,0
I0295,Cocona,Olivieri,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0109,F0012,0,1
I0045,Pietro,Pangalo,,,M,,,,UNKNOWN,,1709,,,Unknown,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1709 12:00:00 AM,12/31/1709 12:00:00 AM,F0018,,1,1
I0046,Carlo,Pangalo,,,M,,,,1688,,1688,,,< 1,Unknown,,0,FALSE,TRUE,0,,,,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,,F0018,0,0
I0446,Ippolito,Parada,,,M,,Y,,< 1610,,1637,,Voyage to Algiers By Order of Bailo Capello to Recover Stuff of Amb.R Cornaro in Spain. Still Waitg to Receive 162 D in Recompense.,>= 27,Unknown,,0,FALSE,FALSE,0,,,,12/31/1609 12:00:00 AM,12/31/1609 12:00:00 AM,1/1/1637 12:00:00 AM,12/31/1637 12:00:00 AM,,F0140,0,0
I0447,Michiel,Parada,,,M,,Y,,ca. 1622,,> 1670,,Gdl,>= 110,Unknown,,0,FALSE,FALSE,0,,,,1/1/1621 12:00:00 AM,12/31/1622 12:00:00 AM,1/1/1671 12:00:00 AM,1/1/1671 12:00:00 AM,,"F0139,F0140",0,0
I0462,Bartolomeo,Patrigo,,,M,,,,UNKNOWN,,< 1667,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1666 12:00:00 AM,12/31/1666 12:00:00 AM,F0147,,0,1
I0496,Blonda,Petronio,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0161,,1,1
I0430,Giovanni Antonio,Pini,,,M,,Y,,1715,,1775,,Venetian Dragoman Under Bailo A. Diedo,59 to 60,Unknown,,0,FALSE,FALSE,0,1760,,,1/1/1715 12:00:00 AM,12/31/1715 12:00:00 AM,1/1/1775 12:00:00 AM,12/31/1775 12:00:00 AM,F0134,,3,1
I0432,Elena,Pini,,,F,,,,1761,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1761 12:00:00 AM,12/31/1761 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0134,0,0
I0433,Andrea,Pini,,,M,,,,1762,,1763,,,<= 1,Unknown,,0,FALSE,TRUE,0,,,,1/1/1762 12:00:00 AM,12/31/1762 12:00:00 AM,1/1/1763 12:00:00 AM,12/31/1763 12:00:00 AM,,F0134,0,0
I0434,Teresa,Pini,,,F,,,,1763,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1763 12:00:00 AM,12/31/1763 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0134,0,0
I0009,Caterina,Piron,,,F,,,,< 1590,,,,,>= 110,Marr to Direct/Blood,0-01.03*s,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1589 12:00:00 AM,12/31/1589 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0002,F0025,2,1
I0061,Giovanni,Piron,,,M,,Y,,ca. 1590,,> 1681,,Gdl,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1589 12:00:00 AM,12/31/1590 12:00:00 AM,1/1/1682 12:00:00 AM,1/1/1682 12:00:00 AM,,F0024,0,0
I0062,Stefano,Piron,,,M,,Y,,< 1570,,1643,,"Elected Sub-Prior of Magnifica Comunita 1615, 1619, 1631; Prior of Magnifica Comunita 1622, 1632.",>= 73,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1569 12:00:00 AM,12/31/1569 12:00:00 AM,1/1/1643 12:00:00 AM,12/31/1643 12:00:00 AM,F0024,,4,1
I0064,Domenico,Piron,,,M,,,,UNKNOWN,,> 1671,,Goldsmith,Unknown,Unknown,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1672 12:00:00 AM,1/1/1672 12:00:00 AM,,F0024,0,0
I0065,Antonio,Piron,,,M,,Y,,ca. 1620,,> 1695,,English Dragoman,>= 110,Unknown,,0,FALSE,TRUE,0,ABT 1680,,,1/1/1619 12:00:00 AM,12/31/1620 12:00:00 AM,1/1/1696 12:00:00 AM,1/1/1696 12:00:00 AM,F0105,F0024,5,1
I0066,Niccolo,Piron,,,M,,,,ca. 1619,,1643,,,23 to 25,Unknown,,0,FALSE,TRUE,0,,,,1/1/1618 12:00:00 AM,12/31/1619 12:00:00 AM,1/1/1643 12:00:00 AM,12/31/1643 12:00:00 AM,,F0024,0,0
I0086,Alessandra,Piron,,,F,,,,UNKNOWN,,1609,,,Unknown,By Marriage,,0,FALSE,FALSE,0,BEF 1600,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1609 12:00:00 AM,12/31/1609 12:00:00 AM,F0032,,5,1
I0306,Catarina,Piron,,,F,,,,ca. 1657,,1753,,,95 to 97,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1656 12:00:00 AM,12/31/1657 12:00:00 AM,1/1/1753 12:00:00 AM,12/31/1753 12:00:00 AM,F0099,F0104,13,1
I0318,Nicoroso,Piron,,,M,,,,< 1620,,> 1692,,,>= 110,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1619 12:00:00 AM,12/31/1619 12:00:00 AM,1/1/1693 12:00:00 AM,1/1/1693 12:00:00 AM,F0104,,1,1
I0319,UNKNOWN,Piron,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0025,,1,1
I0321,Catarina,Piron,,,F,,,,1688,,1698,,,9 to 10,Unknown,,0,FALSE,TRUE,0,,,,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,1/1/1698 12:00:00 AM,12/31/1698 12:00:00 AM,,F0105,0,0
I0322,Francesco,Piron,,,M,,,,1689,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1689 12:00:00 AM,12/31/1689 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0105,0,0
I0323,Lucrezia,Piron,,,F,,,,1692,,1778,,,85 to 86,Unknown,,0,FALSE,TRUE,0,,,,1/1/1692 12:00:00 AM,12/31/1692 12:00:00 AM,1/1/1778 12:00:00 AM,12/31/1778 12:00:00 AM,,F0105,0,0
I0324,Battistina,Piron,,,F,,,,1695,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,1/1/1695 12:00:00 AM,12/31/1695 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0105,0,0
I0325,Maria,Piron,,,F,,,,ca. 1680,,1705,,,24 to 26,Unknown,,0,FALSE,TRUE,0,1696,,,1/1/1679 12:00:00 AM,12/31/1680 12:00:00 AM,1/1/1705 12:00:00 AM,12/31/1705 12:00:00 AM,F0106,F0105,0,1
I0307,Antonio,Pisani,,,M,,,,1697,,1767,,,69 to 70,Marr to Direct/Blood,0-00.01.01.02.01*s,0,FALSE,FALSE,0,ABT 1728,,,1/1/1697 12:00:00 AM,12/31/1697 12:00:00 AM,1/1/1767 12:00:00 AM,12/31/1767 12:00:00 AM,F0100,,3,1
I0308,Stephano,Pisani,,,M,,,,ca. 1735,,1767,,,31 to 33,Descendant,0-00.01.01.02.01.01,0,FALSE,TRUE,0,,,4th great grandson,1/1/1734 12:00:00 AM,12/31/1735 12:00:00 AM,1/1/1767 12:00:00 AM,12/31/1767 12:00:00 AM,,F0100,0,0
I0309,Nicolao,Pisani,,,M,,,,ca. 1740,,> 1786,,,>= 110,Descendant,0-00.01.01.02.01.02,0,FALSE,TRUE,0,,,4th great grandson,1/1/1739 12:00:00 AM,12/31/1740 12:00:00 AM,1/1/1787 12:00:00 AM,1/1/1787 12:00:00 AM,,F0100,0,0
I0310,Catarina,Pisani,,,F,,,,1746,,1788,,,41 to 42,Descendant,0-00.01.01.02.01.03,0,FALSE,TRUE,0,BEF 1762,,4th great granddaughter,1/1/1746 12:00:00 AM,12/31/1746 12:00:00 AM,1/1/1788 12:00:00 AM,12/31/1788 12:00:00 AM,F0101,F0100,2,1
